Title,Summary,Date,Source URL,Article URL,Document_Type,Product_Type,Countries,Regions,Drug_names,Language,Source_File,title_english,summary_english,Detail_URL,Source_URL,Article_URL
Patients with asthma reminded of the increased risk of severe asthma attacks from overusing blue inhalers,"The Medicines and Healthcare products Regulatory Agency (MHRA) is reminding patients with asthma of the importance of using their preventer (anti-inflammatory) inhaler regularly as prescribed, and to avoid relying on their b…",24/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/patients-with-asthma-reminded-of-the-increased-risk-of-severe-asthma-attacks-from-overusing-blue-inhalers,Other Type,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
Obecabtagene autoleucel conditionally approved to treat adults with relapsed or refractory B-cell precursor acute lymphoblastic leukaemia,"As with all products, the MHRA will keep its safety under close review.",25/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/obecabtagene-autoleucel-conditionally-approved-to-treat-adults-with-relapsed-or-refractory-b-cell-precursor-acute-lymphoblastic-leukaemia,BLA Approval,Other,Global,Global,obecabtagene autoleucel,English,MHRANews.xlsx,None,None,None,None,None
Acoramidis approved to treat wild-type or variant transthyretin amyloidosis in adults with cardiomyopathy,"As with all products, the MHRA will keep its safety under close review.",25/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/acoramidis-approved-to-treat-wild-type-or-variant-transthyretin-amyloidosis-in-adults-with-cardiomyopathy,Other Type,Other,Global,Global,transthyretin,English,MHRANews.xlsx,None,None,None,None,None
Twelve arrested in MHRA’s biggest ever crackdown on organised medicines trafficking,Dawn raids in four counties across the West Midlands and the Northwest of England this morning (29 April) dismantle major criminal network trafficking unlicensed medicines.,29/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/twelve-arrested-in-mhras-biggest-ever-crackdown-on-organised-medicines-trafficking,Other Type,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
MHRA authorises cancer treatment variation with an administration time of 3–5 minutes,"As with all products, the MHRA will keep its safety under close review.",30/04/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/mhra-authorises-cancer-treatment-variation-with-an-administration-time-of-3-5-minutes,Other Type,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
Vimkunya vaccine approved to prevent disease caused by the chikungunya virus in people 12 years of age and older,The Medicines and Healthcare products Regulatory Agency (MHRA) has today (1 May 2025) approved a vaccine (Vimkunya) used to prevent disease caused by the chikungunya virus in people 12 years of age and older.,01/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/vimkunya-vaccine-approved-to-prevent-disease-caused-by-the-chikungunya-virus-in-people-12-years-of-age-and-older,Other Type,Vaccine,Global,Global,vimkunya,English,MHRANews.xlsx,None,None,None,None,None
MHRA approves teprotumumab as the first UK treatment for adults with moderate to severe Thyroid Eye Disease (TED),"As with all products, the MHRA will keep its safety under close review.",07/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/mhra-approves-teprotumumab-as-the-first-uk-treatment-for-adults-with-moderate-to-severe-thyroid-eye-disease-ted,Other Type,Biological,United Kingdom,Northern Europe,teprotumumab,English,MHRANews.xlsx,None,None,None,None,None
MHRA approves world’s first low-carbon version of COPD inhaler Trixeo Aerosphere,"As with all medicines, the MHRA will continue to monitor the safety and effectiveness of Trixeo Aerosphere",12/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=3,https://www.gov.uk/government/news/mhra-approves-worlds-first-low-carbon-version-of-copd-inhaler-trixeo-aerosphere,Other Type,Other,Global,Global,trixeo aerosphere,English,MHRANews.xlsx,None,None,None,None,None
"Meet the women helping ensure that digital mental health technologies are safe, effective and developed considering the needs of the people who use them","Mental health apps are everywhere, offering everything from mood tracking to therapy. But with so many options, how can people tell what these tools actually do?",13/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/meet-the-women-helping-ensure-that-digital-mental-health-technologies-are-safe-effective-and-developed-considering-the-needs-of-the-people-who-use-th,Other Type,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
MHRA approves vaccine to protect against pneumococcal infections such as pneumonia and meningitis,"As with all products, the MHRA will keep its safety under close review.",15/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/mhra-approves-vaccine-to-protect-against-pneumococcal-infections-such-as-pneumonia-and-meningitis,Other Type,Vaccine,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
MHRA approves guselkumab for Crohn’s disease and ulcerative colitis,"As with all products, we will keep its safety under close review",19/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/mhra-approves-guselkumab-for-crohns-disease-and-ulcerative-colitis,Other Type,Biological,Global,Global,guselkumab,English,MHRANews.xlsx,None,None,None,None,None
MHRA highlights “remarkable” progress and launches real-world data consultation on International Clinical Trials Day,“…the MHRA is once again taking a global lead” says Lord O’Shaughnessy,20/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/mhra-highlights-remarkable-progress-and-launches-real-world-data-consultation-on-international-clinical-trials-day,Consultation,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
"Building a faster, more effective clinical trials system",By MHRA Chief Executive Lawrence Tallon,20/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/building-a-faster-more-effective-clinical-trials-system,Law,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
"First MHRA Board meeting held in Scotland, underlining agency’s commitment to regional health equality and growth","The meeting, which took place at the Royal College of Surgeons in Edinburgh, centred on the MHRA’s commitment to delivering the agency’s priorities in Scotland",21/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/first-mhra-board-meeting-held-in-scotland-underlining-agencys-commitment-to-regional-health-equality-and-growth,Meeting,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
MHRA approves polihexanide to treat acanthamoeba keratitis,"As with any medicine, the MHRA will keep the safety and effectiveness of polihexanide under close review.",23/05/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/mhra-approves-polihexanide-to-treat-acanthamoeba-keratitis,Other Type,Other,Global,Global,polihexanide,English,MHRANews.xlsx,None,None,None,None,None
MHRA approves aumolertinib to treat non-small cell lung cancer,"As with all products, we will keep its safety under close review",03/06/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/mhra-approves-aumolertinib-to-treat-non-small-cell-lung-cancer,Other Type,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
"Women on “skinny jabs” must use effective contraception, MHRA urges in latest guidance","Anyone who suspects that they’ve had an adverse reaction to their weight loss or diabetes medicine or suspects it is not a genuine product, should report it to the MHRA.",05/06/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/women-on-skinny-jabs-must-use-effective-contraception-mhra-urges-in-latest-guidance,Instructions,Other,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
Helping bring phage medicines to UK patients – guidance for industry,Bacteriophages – viruses that selectively fight bacteria – may offer new hope in fighting infections and tackling antimicrobial resistance.,05/06/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/helping-bring-phage-medicines-to-uk-patients-guidance-for-industry,Instructions,Other,United Kingdom,Northern Europe,None,English,MHRANews.xlsx,None,None,None,None,None
MHRA launches new digital hub in Leeds to drive innovation and regional growth,The new hub will strengthen the MHRA’s work with regional partners and boost the UK’s digital health and life sciences sector.,06/06/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/mhra-launches-new-digital-hub-in-leeds-to-drive-innovation-and-regional-growth,Other Type,Other,United Kingdom,Northern Europe,None,English,MHRANews.xlsx,None,None,None,None,None
Chikungunya vaccine (IXCHIQ) temporarily paused in people aged 65 and over as precautionary measure,This is a precautionary measure while the MHRA conducts the safety review.,09/06/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/chikungunya-vaccine-ixchiq-temporarily-paused-in-people-aged-65-and-over-as-precautionary-measure,Other Type,Vaccine,Global,Global,ixchiq,English,MHRANews.xlsx,None,None,None,None,None
NHS red tape blitz delivers game-changing new cancer treatment,"Patients to benefit from new era in cancer treatment, as the government slashes red tape to unleash life-saving innovation.",10/06/2025,https://www.gov.uk/search/news-and-communications?organisations%5B%5D=medicines-and-healthcare-products-regulatory-agency&page=2,https://www.gov.uk/government/news/nhs-red-tape-blitz-delivers-game-changing-new-cancer-treatment,Other Type,Small Molecule,Global,Global,None,English,MHRANews.xlsx,None,None,None,None,None
